id,name,slug,url
56,ADF CONSTRUCTION PTE LTD,adf-construction-pte-ltd,https://www.scal.com.sg/memberlisting-details/56-adf-construction-pte-ltd
4665,ADMAN DECO,adman-deco,https://www.scal.com.sg/memberlisting-details/4665-adman-deco
4315,ADVANCE SURFACE INDUSTRIES PTE LTD,advance-surface-industries-pte-ltd,https://www.scal.com.sg/memberlisting-details/4315-advance-surface-industries-pte-ltd
5549,ADVANCE TRADERS PTE LTD,advance-traders-pte-ltd,https://www.scal.com.sg/memberlisting-details/5549-advance-traders-pte-ltd
57,AEGIS BUILDING & ENGINEERING PTE LTD,aegis-building-engineering-pte-ltd,https://www.scal.com.sg/memberlisting-details/57-aegis-building-engineering-pte-ltd
4317,AEH GLASS CONSTRUCTION PTE LTD,aeh-glass-construction-pte-ltd,https://www.scal.com.sg/memberlisting-details/4317-aeh-glass-construction-pte-ltd
7155,AEMP ENGINEERS PTE LTD,aemp-engineers-pte-ltd,https://www.scal.com.sg/memberlisting-details/7155-aemp-engineers-pte-ltd
4318,AEON INTERIOR PTE LTD,aeon-interior-pte-ltd,https://www.scal.com.sg/memberlisting-details/4318-aeon-interior-pte-ltd
5612,AERA INTERIOR PTE LTD,aera-interior-pte-ltd,https://www.scal.com.sg/memberlisting-details/5612-aera-interior-pte-ltd
6503,AFTERTOUCH WORKS PTE LTD,aftertouch-works-pte-ltd,https://www.scal.com.sg/memberlisting-details/6503-aftertouch-works-pte-ltd
6127,AG DOOR PTE LTD,ag-door-pte-ltd,https://www.scal.com.sg/memberlisting-details/6127-ag-door-pte-ltd
6636,AGB RENOVATES PTE LTD,agb-renovates-pte-ltd,https://www.scal.com.sg/memberlisting-details/6636-agb-renovates-pte-ltd
5845,AH HONG PAINTING CONTRACTOR PTE LTD,ah-hong-painting-contractor-pte-ltd,https://www.scal.com.sg/memberlisting-details/5845-ah-hong-painting-contractor-pte-ltd
4319,AH QI CONSTRUCTION,ah-qi-construction,https://www.scal.com.sg/memberlisting-details/4319-ah-qi-construction
4320,AHC (AUTHENTIC HOME CREATIONS) PTE LTD,ahc-authentic-home-creations-pte-ltd,https://www.scal.com.sg/memberlisting-details/4320-ahc-authentic-home-creations-pte-ltd
7502,AI DECOR PTE LTD,ai-decor-pte-ltd,https://www.scal.com.sg/memberlisting-details/7502-ai-decor-pte-ltd
4823,AI LYE CONTRACTOR PTE LTD,ai-lye-contractor-pte-ltd,https://www.scal.com.sg/memberlisting-details/4823-ai-lye-contractor-pte-ltd
58,AIK CHUAN CONSTRUCTION PTE LTD,aik-chuan-construction-pte-ltd,https://www.scal.com.sg/memberlisting-details/58-aik-chuan-construction-pte-ltd
5973,AIK ELECTRICAL & CONSTRUCTION PTE LTD,aik-electrical-construction-pte-ltd,https://www.scal.com.sg/memberlisting-details/5973-aik-electrical-construction-pte-ltd
4322,AIK HOCK INDUSTRIAL PTE LTD,aik-hock-industrial-pte-ltd,https://www.scal.com.sg/memberlisting-details/4322-aik-hock-industrial-pte-ltd
59,AIK LEONG PLUMBING CONSTRUCTION PTE LTD,aik-leong-plumbing-construction-pte-ltd,https://www.scal.com.sg/memberlisting-details/59-aik-leong-plumbing-construction-pte-ltd
5207,AIR CONNECTION DESIGN PTE LTD,air-connection-design-pte-ltd,https://www.scal.com.sg/memberlisting-details/5207-air-connection-design-pte-ltd
6446,AIRCON GURU ENGINEERING PTE LTD,aircon-guru-engineering-pte-ltd,https://www.scal.com.sg/memberlisting-details/6446-aircon-guru-engineering-pte-ltd
7341,AIRCOOL PTE LTD,aircool-pte-ltd,https://www.scal.com.sg/memberlisting-details/7341-aircool-pte-ltd
4224,AIRPLE CONSTRUCTION PTE LTD,airple-construction-pte-ltd,https://www.scal.com.sg/memberlisting-details/4224-airple-construction-pte-ltd
7935,AIRSSEN PTE. LTD.,airssen-pte-ltd,https://www.scal.com.sg/memberlisting-details/7935-airssen-pte-ltd
4329,AIS ENGINEERING & CONSTRUCTION PTE LTD,ais-engineering-construction-pte-ltd,https://www.scal.com.sg/memberlisting-details/4329-ais-engineering-construction-pte-ltd
5663,AJ JETTING PTE LTD,aj-jetting-pte-ltd,https://www.scal.com.sg/memberlisting-details/5663-aj-jetting-pte-ltd
6793,AK IDESIGN & CONSTRUCTION PTE LTD,ak-idesign-construction-pte-ltd,https://www.scal.com.sg/memberlisting-details/6793-ak-idesign-construction-pte-ltd
6000,AKS ENGINEERING PTE LTD,aks-engineering-pte-ltd,https://www.scal.com.sg/memberlisting-details/6000-aks-engineering-pte-ltd
6679,AL JABER HEAVY LIFT & TRANSPORT PTE LTD,al-jaber-heavy-lift-transport-pte-ltd,https://www.scal.com.sg/memberlisting-details/6679-al-jaber-heavy-lift-transport-pte-ltd
4707,ALAN KOH TRADING COMPANY PTE LTD,alan-koh-trading-company-pte-ltd,https://www.scal.com.sg/memberlisting-details/4707-alan-koh-trading-company-pte-ltd
4332,ALBATROSS ELECTRICAL ENGINEERNG PTE LTD,albatross-electrical-engineerng-pte-ltd,https://www.scal.com.sg/memberlisting-details/4332-albatross-electrical-engineerng-pte-ltd
4824,ALBELOG INTERIOR DESIGN,albelog-interior-design,https://www.scal.com.sg/memberlisting-details/4824-albelog-interior-design
4333,ALFA INTERFLOW ENGINEERING PTE LTD,alfa-interflow-engineering-pte-ltd,https://www.scal.com.sg/memberlisting-details/4333-alfa-interflow-engineering-pte-ltd
6953,Alfa Tech VestAsia Pte Ltd ,alfa-tech-vestasia-pte-ltd,https://www.scal.com.sg/memberlisting-details/6953-alfa-tech-vestasia-pte-ltd
3045,ALFON PLUMBING PTE LTD,alfon-plumbing-pte-ltd,https://www.scal.com.sg/memberlisting-details/3045-alfon-plumbing-pte-ltd
61,ALIMAK GROUP SINGAPORE PTE LTD,alimak-group-singapore-pte-ltd,https://www.scal.com.sg/memberlisting-details/61-alimak-group-singapore-pte-ltd
4338,A-LIVING HOME DÉCOR PTE LTD,a-living-home-decor-pte-ltd,https://www.scal.com.sg/memberlisting-details/4338-a-living-home-decor-pte-ltd
4339,ALL WATER SOLUTIONS PTE LTD,all-water-solutions-pte-ltd,https://www.scal.com.sg/memberlisting-details/4339-all-water-solutions-pte-ltd
4340,ALL WORKS,all-works,https://www.scal.com.sg/memberlisting-details/4340-all-works
4341,ALLBEST ENGINEERING & TRADING PTE LTD,allbest-engineering-trading-pte-ltd,https://www.scal.com.sg/memberlisting-details/4341-allbest-engineering-trading-pte-ltd
62,ALLIANCE CONCRETE SINGAPORE PTE LTD,alliance-concrete-singapore-pte-ltd,https://www.scal.com.sg/memberlisting-details/62-alliance-concrete-singapore-pte-ltd
6282,ALLSTAR METAL & GLASS TECH. PTE LTD,allstar-metal-glass-tech-pte-ltd,https://www.scal.com.sg/memberlisting-details/6282-allstar-metal-glass-tech-pte-ltd
5441,ALMECH STEEL PRIVATE LIMITED,almech-steel-private-limited,https://www.scal.com.sg/memberlisting-details/5441-almech-steel-private-limited
4708,ALPHA & OMEGA ENGINEERING PTE LTD,alpha-omega-engineering-pte-ltd,https://www.scal.com.sg/memberlisting-details/4708-alpha-omega-engineering-pte-ltd
6626,ALPHA PLUMBING & WATERPROOFING PTE LTD,alpha-plumbing-waterproofing-pte-ltd,https://www.scal.com.sg/memberlisting-details/6626-alpha-plumbing-waterproofing-pte-ltd
4343,ALPHA VISION CONSTRUCTION & ENGINEERING PTE LTD,alpha-vision-construction-engineering-pte-ltd,https://www.scal.com.sg/memberlisting-details/4343-alpha-vision-construction-engineering-pte-ltd
5753,ALRIC MEP ENGINEERING PTE LTD,alric-mep-engineering-pte-ltd,https://www.scal.com.sg/memberlisting-details/5753-alric-mep-engineering-pte-ltd
5215,ALTO CONSTRUCT PTE LTD,alto-construct-pte-ltd,https://www.scal.com.sg/memberlisting-details/5215-alto-construct-pte-ltd
5752,ALTUS FACILITIES ENGINEERING PTE LTD,altus-facilities-engineering-pte-ltd,https://www.scal.com.sg/memberlisting-details/5752-altus-facilities-engineering-pte-ltd
4344,ALWOOD CONSTRUCTION PTE LTD,alwood-construction-pte-ltd,https://www.scal.com.sg/memberlisting-details/4344-alwood-construction-pte-ltd
5770,AMPD ENERGY SINGAPORE PTE LTD,ampd-energy-singapore-pte-ltd,https://www.scal.com.sg/memberlisting-details/5770-ampd-energy-singapore-pte-ltd
7808,AMRICCO ENGINEERING & TRADING PTE LTD,amricco-engineering-trading-pte-ltd,https://www.scal.com.sg/memberlisting-details/7808-amricco-engineering-trading-pte-ltd
5880,AMS ELECTRICAL ENGINEERING,ams-electrical-engineering,https://www.scal.com.sg/memberlisting-details/5880-ams-electrical-engineering
4345,AMSOON CONTROLS,amsoon-controls,https://www.scal.com.sg/memberlisting-details/4345-amsoon-controls
4825,ANACO CONTRACTOR,anaco-contractor,https://www.scal.com.sg/memberlisting-details/4825-anaco-contractor
5695,ANCHORAGE CONSTRUCTION CO PTE LTD,anchorage-construction-co-pte-ltd,https://www.scal.com.sg/memberlisting-details/5695-anchorage-construction-co-pte-ltd
63,ANDERCO PTE LTD,anderco-pte-ltd,https://www.scal.com.sg/memberlisting-details/63-anderco-pte-ltd
4826,ANG CHUAN ELECTRICAL SERVICE,ang-chuan-electrical-service,https://www.scal.com.sg/memberlisting-details/4826-ang-chuan-electrical-service
7671,ANG HOE LAI TRADING,ang-hoe-lai-trading,https://www.scal.com.sg/memberlisting-details/7671-ang-hoe-lai-trading
4709,ANG LIM CHUA CONSTRUCTION & CIVIL ENGINEERING PTE LTD,ang-lim-chua-construction-civil-engineering-pte-ltd,https://www.scal.com.sg/memberlisting-details/4709-ang-lim-chua-construction-civil-engineering-pte-ltd
64,ANG TONG SENG BROS ENTERPRISES PTE LTD,ang-tong-seng-bros-enterprises-pte-ltd,https://www.scal.com.sg/memberlisting-details/64-ang-tong-seng-bros-enterprises-pte-ltd
4827,ANGKASA DAEHAN STEEL PTE LTD,angkasa-daehan-steel-pte-ltd,https://www.scal.com.sg/memberlisting-details/4827-angkasa-daehan-steel-pte-ltd
7084,Angkasa Steel Pte Ltd,angkasa-steel-pte-ltd,https://www.scal.com.sg/memberlisting-details/7084-angkasa-steel-pte-ltd
4350,ANN ENGINEERING CONSTRUCTION PTE LTD,ann-engineering-construction-pte-ltd,https://www.scal.com.sg/memberlisting-details/4350-ann-engineering-construction-pte-ltd
6273,ANN HOME PTE LTD,ann-home-pte-ltd,https://www.scal.com.sg/memberlisting-details/6273-ann-home-pte-ltd
4351,ANN HUAT PLUMBING SERVICES,ann-huat-plumbing-services,https://www.scal.com.sg/memberlisting-details/4351-ann-huat-plumbing-services
5176,ANN PLUMBING SERVICES,ann-plumbing-services,https://www.scal.com.sg/memberlisting-details/5176-ann-plumbing-services
4352,ANN RENOVATION & CONSTRUCTION PTE LTD,ann-renovation-construction-pte-ltd,https://www.scal.com.sg/memberlisting-details/4352-ann-renovation-construction-pte-ltd
4710,ANSURE PLUMBING & SANITARY,ansure-plumbing-sanitary,https://www.scal.com.sg/memberlisting-details/4710-ansure-plumbing-sanitary
4354,ANTAR CRANES SERVICES PTE LTD,antar-cranes-services-pte-ltd,https://www.scal.com.sg/memberlisting-details/4354-antar-cranes-services-pte-ltd
65,ANTARA KOH PTE LTD,antara-koh-pte-ltd,https://www.scal.com.sg/memberlisting-details/65-antara-koh-pte-ltd
4355,ANYCOM PLASTERCEIL PTE LTD,anycom-plasterceil-pte-ltd,https://www.scal.com.sg/memberlisting-details/4355-anycom-plasterceil-pte-ltd
6692,ANZEN DC PTE. LTD.,anzen-dc-pte-ltd,https://www.scal.com.sg/memberlisting-details/6692-anzen-dc-pte-ltd
4356,AOS BATH PTE LTD,aos-bath-pte-ltd,https://www.scal.com.sg/memberlisting-details/4356-aos-bath-pte-ltd
6232,APC DESIGN CONNECTION PTE LTD,apc-design-connection-pte-ltd,https://www.scal.com.sg/memberlisting-details/6232-apc-design-connection-pte-ltd
5488,APEX ALUMINIUM & GLASS TRADING,apex-aluminium-glass-trading,https://www.scal.com.sg/memberlisting-details/5488-apex-aluminium-glass-trading
4357,APEX ASIATIC ENGINEERING PTE LTD,apex-asiatic-engineering-pte-ltd,https://www.scal.com.sg/memberlisting-details/4357-apex-asiatic-engineering-pte-ltd
7748,APEX BUILDING CONSTRUCTION PTE LTD,apex-building-construction-pte-ltd,https://www.scal.com.sg/memberlisting-details/7748-apex-building-construction-pte-ltd
6178,APEX ROOFING PTE LTD,apex-roofing-pte-ltd,https://www.scal.com.sg/memberlisting-details/6178-apex-roofing-pte-ltd
5678,A-POWER ENGINEERING PTE LTD,a-power-engineering-pte-ltd,https://www.scal.com.sg/memberlisting-details/5678-a-power-engineering-pte-ltd
4358,APPLIED ELECTRIC ENTERPRISE,applied-electric-enterprise,https://www.scal.com.sg/memberlisting-details/4358-applied-electric-enterprise
4361,APPLIED OFFICE SYSTEMS AND SUPPLIES,applied-office-systems-and-supplies,https://www.scal.com.sg/memberlisting-details/4361-applied-office-systems-and-supplies
5655,APROWERKS SINGAPORE PTE LTD,aprowerks-singapore-pte-ltd,https://www.scal.com.sg/memberlisting-details/5655-aprowerks-singapore-pte-ltd
5437,APS CONTRACTOR (SINGAPORE),aps-contractor-singapore,https://www.scal.com.sg/memberlisting-details/5437-aps-contractor-singapore
7067,APT ATELIER PTE LTD ,apt-atelier-pte-ltd,https://www.scal.com.sg/memberlisting-details/7067-apt-atelier-pte-ltd
4362,AQUARIUS CONSTRUCTION ENGINEERING PTE LTD,aquarius-construction-engineering-pte-ltd,https://www.scal.com.sg/memberlisting-details/4362-aquarius-construction-engineering-pte-ltd
5624,AQUARIUS CONTRACTS PTE LTD,aquarius-contracts-pte-ltd,https://www.scal.com.sg/memberlisting-details/5624-aquarius-contracts-pte-ltd
6080,AQUATIC SOLUTIONS PTE LTD,aquatic-solutions-pte-ltd,https://www.scal.com.sg/memberlisting-details/6080-aquatic-solutions-pte-ltd
6152,AQUAWORLD PRODUCTS & SERVICES PTE LTD,aquaworld-products-services-pte-ltd,https://www.scal.com.sg/memberlisting-details/6152-aquaworld-products-services-pte-ltd
7656,AQUEOUS ENGINEERING PTE LTD,aqueous-engineering-pte-ltd,https://www.scal.com.sg/memberlisting-details/7656-aqueous-engineering-pte-ltd
7711,AQUEOUS ENGINEERING PTE. LTD.,aqueous-engineering-pte-ltd,https://www.scal.com.sg/memberlisting-details/7711-aqueous-engineering-pte-ltd
4364,AQUILA SUPPLY AND SERVICES PTE LTD,aquila-supply-and-services-pte-ltd,https://www.scal.com.sg/memberlisting-details/4364-aquila-supply-and-services-pte-ltd
6242,ARACKING & SHELVING SOLUTIONS,aracking-shelving-solutions,https://www.scal.com.sg/memberlisting-details/6242-aracking-shelving-solutions
6143,ARCADE BUILD & CONSTRUCT PTE LTD,arcade-build-construct-pte-ltd,https://www.scal.com.sg/memberlisting-details/6143-arcade-build-construct-pte-ltd
4365,ARCADIA DESIGN GROUP PTE LTD,arcadia-design-group-pte-ltd,https://www.scal.com.sg/memberlisting-details/4365-arcadia-design-group-pte-ltd
7900,ARCHI-THI ENGINEERING PTE. LTD.,archi-thi-engineering-pte-ltd,https://www.scal.com.sg/memberlisting-details/7900-archi-thi-engineering-pte-ltd
5700,ARCHTECH ENGINEERING PTE LTD,archtech-engineering-pte-ltd,https://www.scal.com.sg/memberlisting-details/5700-archtech-engineering-pte-ltd
238,ARDEX-QUICSEAL SINGAPORE PTE LTD,ardex-quicseal-singapore-pte-ltd,https://www.scal.com.sg/memberlisting-details/238-ardex-quicseal-singapore-pte-ltd
6601,AREA CONCEPT PTE LTD,area-concept-pte-ltd,https://www.scal.com.sg/memberlisting-details/6601-area-concept-pte-ltd
7126,AREA SQUARE PTE. LTD.,area-square-pte-ltd,https://www.scal.com.sg/memberlisting-details/7126-area-square-pte-ltd
