year,date,title,filename,url
2024,2 September 2024,Joint BCA-IES-ACES-GEOSS Circular on Requirements and Guidelines for Design and Construction of Raft and Piled-Raft Foundation,joint-bca-ies-aces-geoss-circular-on-requirements-and-guidelines-for-design-and-construction-of-.pdf,https://isomer-user-content.by.gov.sg/338/ded5484a-4bbb-4dc8-b1f2-40e3cd8fe79c/joint-bca-ies-aces-geoss-circular-on-requirements-and-guidelines-for-design-and-construction-of-.pdf
2024,2 September 2024,Joint BCA-ACES-LTA Circular on Design Guide for Use of Headed Bars to Eurocode 2,joint-bca-aces-lta-circular-on-design-guide-for-use-of-headed-bars-to-eurocode-2.pdf,https://isomer-user-content.by.gov.sg/338/84b7ae34-1eb9-4bbd-aabc-c1590e3e8c03/joint-bca-aces-lta-circular-on-design-guide-for-use-of-headed-bars-to-eurocode-2.pdf
2024,2 September 2024,Joint BCA-ACES-IES Circular on Pre-Consultation Required for the Use of Reinforced Autoclaved Aerated Concrete (RAAC) as Structural Elements in Building Works,joint-bca-aces-ies-circular-on-pre-consultation-required-for-the-use-of-reinforced-autoclaved-ae.pdf,https://isomer-user-content.by.gov.sg/338/a3ff929b-b6f5-4f5e-854c-491c185bc55e/joint-bca-aces-ies-circular-on-pre-consultation-required-for-the-use-of-reinforced-autoclaved-ae.pdf
2024,2 September 2024,Circular on the Inter-Agency Coordinating Committee (IACC) Resolution Platform,circular-on-the-inter-agency-coordinating-committee-(iacc)-resolution-platform-2024.pdf,https://isomer-user-content.by.gov.sg/338/15272c71-d243-4fc2-a9f4-f1054708690f/circular-on-the-inter-agency-coordinating-committee-(iacc)-resolution-platform-2024.pdf
2024,2 September 2024,Circular on Reminder on Publication of Enforcement Actions on BCA Website,circular-on-reminder-on-publication-of-enforcement-actions.pdf,https://isomer-user-content.by.gov.sg/338/5cce5179-ac6e-4840-a1d4-f742ec2845d6/circular-on-reminder-on-publication-of-enforcement-actions.pdf
2024,2 September 2024,"Circular on Reminder for Design Qualified Persons, Supervising Qualified Persons, Developers and Builders To Carry Out Their Duties To Achieve Safe Tunnelling Works",circular-on-reminder-to-achieve-safe-tunnelling-works (1).pdf,https://isomer-user-content.by.gov.sg/338/b9671aa1-632d-497c-a8b1-269bb27e65d2/circular-on-reminder-to-achieve-safe-tunnelling-works%20(1).pdf
2024,2 September 2024,Circular on Periodic Structural Inspection for Civil Engineering Structures,circular-on-periodic-structural-inspection-for-civil-engineering-structures-(sep-2024).pdf,https://isomer-user-content.by.gov.sg/338/c2d6fcb9-fd10-4f51-80a7-fc9a7f60fb0f/circular-on-periodic-structural-inspection-for-civil-engineering-structures-(sep-2024).pdf
2024,2 September 2024,Circular on Changes to Temporary Occupation Permit (TOP) / Certificate of Statutory Completion (CSC) Application Process,circular-on-changes-to-topcsc-application-process-in-respect-of-the-cd-shelter-for-all-developme.pdf,https://isomer-user-content.by.gov.sg/338/810329e3-efa1-457d-bad7-838ba0a0bbd4/circular-on-changes-to-topcsc-application-process-in-respect-of-the-cd-shelter-for-all-developme.pdf
2024,1 September 2024,Joint BCA-ACES-IES Circular on Guidelines for Cutter Head Intervention,circular-on-guidelines-for-cutter-head-intervention.pdf,https://isomer-user-content.by.gov.sg/338/4debb806-d85f-4aa0-a723-006b1c6a538d/circular-on-guidelines-for-cutter-head-intervention.pdf
2024,15 July 2024,Circular on Cessation of Bonus Scheme for Construction Quality (BSCQ),circular-on-cessation-of-bscq.pdf,https://isomer-user-content.by.gov.sg/338/50977f6e-2c6f-44af-bfeb-2671f460f1ed/circular-on-cessation-of-bscq.pdf
2024,7 June 2024,Circular on the Expansion of the Contractors Registration System (CRS) to a Nation-Wide Registry of Construction Firms,circular-on-the-expansion-of-the-crs-to-a-nation-wide-registry.pdf,https://isomer-user-content.by.gov.sg/338/48a8584d-b9ff-4f2f-9177-c3f78dda1ef4/circular-on-the-expansion-of-the-crs-to-a-nation-wide-registry.pdf
2024,3 June 2024,Circular on Code of Practice for Vertical Platform Lift with Enclosed Platform and Automatic Sliding Doors,circular-on-code-of-practice-for-vertical-platform-lift-with-enclosed-platform-and-automatic-sli.pdf,https://isomer-user-content.by.gov.sg/338/00535b12-f8cf-4b3b-967b-fd7688a8a47a/circular-on-code-of-practice-for-vertical-platform-lift-with-enclosed-platform-and-automatic-sli.pdf
2024,29 May 2024,"Implementation of Changes to the Building Control Act 1989, Building Control Regulations 2003, Building Control (Licensing of Builders) Regulations 2008 and Building Control (Composition of Offences) 2012",circular-on-implementation-of-changes-to-building-control-legislations.pdf,https://isomer-user-content.by.gov.sg/338/2e6fabf7-8486-49d6-84aa-2a282cc8afd3/circular-on-implementation-of-changes-to-building-control-legislations.pdf
2024,29 April 2024,Launch of NEC4 Y(SG) Clauses for NEC4 Contract in Singapore,y-clause-circular_20240429.pdf,https://isomer-user-content.by.gov.sg/338/194cbe52-e852-4c3c-8a30-3b62f4eb9a51/y-clause-circular_20240429.pdf
2024,8 April 2024,Circular on Clarification on the Placement of Lift Car Control Buttons Inside Accessible Lift,circular-on-clarification-on-the-placement-of-lift-car-control-buttons-inside-accessible-lift.pdf,https://isomer-user-content.by.gov.sg/338/260a1674-77c2-472e-83b8-43fde492193b/circular-on-clarification-on-the-placement-of-lift-car-control-buttons-inside-accessible-lift.pdf
2024,22 March 2024,Circular on Advisory on Design for Maintainability Submissions,circular-on-advisory-on-design-for-maintanability-submissions.pdf,https://isomer-user-content.by.gov.sg/338/cd1ecc7c-7667-4510-9d24-cbdac24ec75c/circular-on-advisory-on-design-for-maintanability-submissions.pdf
2024,1 March 2024,Circular on Launch of the Certificate of Competency (CoC) in Escalator Maintenance for Senior Escalator Specialist,circular-on-launch-of-the-certificate-of-competency-(coc)-in-escalator-maintenance-for-senior-es.pdf,https://isomer-user-content.by.gov.sg/338/2f02fb68-205d-45c5-a493-9d8603c52390/circular-on-launch-of-the-certificate-of-competency-(coc)-in-escalator-maintenance-for-senior-es.pdf
2024,1 March 2024,Circular on Updates to the Approved Document and Understanding the Approved Document,circular-on-updates-to-the-approved-document-understanding-the-approved-document.pdf,https://isomer-user-content.by.gov.sg/338/2e54b203-a346-4e90-ac74-ae28af080bd1/circular-on-updates-to-the-approved-document-understanding-the-approved-document.pdf
2024,1 March 2024,Circular on Design Guide for Semi-Rigid Composite Joints and Beams (Second Edition),circular-on-design-guide-for-semi-rigid-composite-joints-and-beams-(second-edition).pdf,https://isomer-user-content.by.gov.sg/338/a57eaeb7-d832-487e-a191-b8cfc3a7fdf6/circular-on-design-guide-for-semi-rigid-composite-joints-and-beams-(second-edition).pdf
2024,9 February 2024,Circular on Stern Actions To Be Taken Against Persons Involved in Cheating in Public Sector Construction Contracts,circular-on-stern-actions-to-be-taken-against-persons-involved-in-cheating-in-public-sector-cons.pdf,https://isomer-user-content.by.gov.sg/338/81d44b85-c6a7-4f6b-af11-5a9175c4b57e/circular-on-stern-actions-to-be-taken-against-persons-involved-in-cheating-in-public-sector-cons.pdf
2024,2 February 2024,Enhancement to Workplace Safety & Health Requirements in Public Sector Construction and Construction-Related Projects,circular-on-enhancement-to-wsh-requirements-in-construction-tenders.pdf,https://isomer-user-content.by.gov.sg/338/0419587f-fb23-4889-a385-b0c59e95840c/circular-on-enhancement-to-wsh-requirements-in-construction-tenders.pdf
2024,18 January 2024,Circular on Enhancements to Quality Fee Method (QFM) Framework and Standard Consultancy Agreement (SCA),circular-on-enhancements-to-qfm-framework-2024.pdf,https://isomer-user-content.by.gov.sg/338/cf73c0b3-4054-4c8b-b025-3c83cbaadbae/circular-on-enhancements-to-qfm-framework-2024.pdf
2024,18 January 2024,Circular on Consolidated Questions & Answers From the Inter-Agency Coordinating Committee (IACC) Seminar 2023,circular-on-consolidated-questions-answers-from-the-inter-agency-coordinating-committee-(iacc)-s.pdf,https://isomer-user-content.by.gov.sg/338/7cc16940-3446-4751-8924-096228ec2968/circular-on-consolidated-questions-answers-from-the-inter-agency-coordinating-committee-(iacc)-s.pdf
2024,5 January 2024,"Circular on Changes to Building Control Act 1989, Building Control Regulations 2003, Building Control (Licensing Of Builders) Regulations 2008 and Building Control (Composition Of Offences) 2012",circular-on-building-control-(amendment)-act-regulations-2024.pdf,https://isomer-user-content.by.gov.sg/338/c7fb1aa1-4829-49b2-927c-fce82ac89943/circular-on-building-control-(amendment)-act-regulations-2024.pdf
2024,2 January 2024,Circular on Framework on Risk-Based Slope Designs,circular-on-risk-based-slope-design-framework.pdf,https://isomer-user-content.by.gov.sg/338/5862553c-b6cf-4e4a-8051-274b455b3bce/circular-on-risk-based-slope-design-framework.pdf
2023,28 December 2023,Advisory on Foreign Worker Quota Compliance,advisory-on-foreign-worker-quota-compliance.pdf,https://isomer-user-content.by.gov.sg/338/56507011-4cfd-45a6-97dc-3a961fd9c42b/advisory-on-foreign-worker-quota-compliance.pdf
2023,22 December 2023,Circular on New Lodgment Scheme for Regulatory Submissions of the Plans of Less Complex and Lower-Risk Building Works,circular-on-new-lodgment-scheme-for-regulatory-submissions-of-the-plans-of-less-complex-and-lowe.pdf,https://isomer-user-content.by.gov.sg/338/e43eed7b-09dc-443d-b1eb-96552dadd2e3/circular-on-new-lodgment-scheme-for-regulatory-submissions-of-the-plans-of-less-complex-and-lowe.pdf
2023,22 December 2023,Circular on New Annex C (Payment Schedule - CORENET X) of the Standard Consultancy Agreement for Public Sector Construction Projects under CORENET X,circular-on-new-annex-c-(payment-schedule---corenet-x)-of-the-standard-consultancy-agreement-for.pdf,https://isomer-user-content.by.gov.sg/338/922fb9b1-122a-4d58-ac79-d6b66a799cef/circular-on-new-annex-c-(payment-schedule---corenet-x)-of-the-standard-consultancy-agreement-for.pdf
2023,8 December 2023,Circular on Commencement of the Electric Vehicles Charging Act 2022 and Consequential Amendments to the Building Maintenance and Strata Management Act 2004 from 8 Dec 2023,circular-on-commencement-of-the-electric-vehicles-charging-act-2022-and-consequential-amendments.pdf,https://isomer-user-content.by.gov.sg/338/ddfe15d9-f71d-4da3-8989-e09491ccf831/circular-on-commencement-of-the-electric-vehicles-charging-act-2022-and-consequential-amendments.pdf
2023,15 November 2023,Guidance on the Assessment of Extension of Time due to Severe Haze Conditions under Clause 14.2(B) of the Public Sector Standard Conditions of Contract (PSSCOC) for Construction Works,guidance-on-the-assessment-of-extension-of-time-due-to-severe-haze-conditions-under-clause-14-2(.pdf,https://isomer-user-content.by.gov.sg/338/50095abd-c643-4c6f-b1fd-187eb2a89d3b/guidance-on-the-assessment-of-extension-of-time-due-to-severe-haze-conditions-under-clause-14-2(.pdf
2023,3 November 2023,Circular on the New Facilities and Suppliers Registries,circular-on-the-new-facilities-and-suppliers-registries.pdf,https://isomer-user-content.by.gov.sg/338/c979b277-fb1d-472a-8556-e414b8daede8/circular-on-the-new-facilities-and-suppliers-registries.pdf
2023,23 October 2023,"Appointment of (A) one Qualified Person (Design) for Main Structural and other Simple Elements, and (B) one Qualified Person (Supervision) and one Site Supervision Team for all Projects",appointment-of-(a)-one-qualified-person-(design)-for-main-structural-and-other-simple-elements-a.pdf,https://isomer-user-content.by.gov.sg/338/2c871e6d-2b77-4d5c-8f34-bccd819959d1/appointment-of-(a)-one-qualified-person-(design)-for-main-structural-and-other-simple-elements-a.pdf
2023,26 September 2023,Circular on CORENET X Implementation Plan,circular-on-corenet-x-implementation-plan.pdf,https://isomer-user-content.by.gov.sg/338/65419161-db2e-4f88-861c-c127f358bc38/circular-on-corenet-x-implementation-plan.pdf
2023,6 September 2023,Circular on Off-site Levy Scheme,circular-on-off-site-levy-scheme.pdf,https://isomer-user-content.by.gov.sg/338/699524fc-1134-4528-b87f-7feb77db881c/circular-on-off-site-levy-scheme.pdf
2023,4 September 2023,Circular on Reminder on Good Design and Maintenance Practices for Suspended Ceilings,circular-on-reminder-on-good-design-and-maintenace-practices-for-suspended-ceilings.pdf,https://isomer-user-content.by.gov.sg/338/1150d067-261a-4e61-8dcd-56216b2a35f3/circular-on-reminder-on-good-design-and-maintenace-practices-for-suspended-ceilings.pdf
2023,4 September 2023,Circular on Ensuring Safe Operation of Lifts and Escalators,circular-on-ensuring-safe-operation-of-lifts-and-escalators.pdf,https://isomer-user-content.by.gov.sg/338/11cd524b-d7d7-42ae-bf19-3f16e6309a7a/circular-on-ensuring-safe-operation-of-lifts-and-escalators.pdf
2023,15 August 2023,BCA-MOM Circular on Updates to Construction Work Permit Holder (WPH) Policies,bca-mom-circular-on-updates-to-construction-work-permit-holder-(wph)-policies.pdf,https://isomer-user-content.by.gov.sg/338/c8f4e637-3b4e-4b0b-a76c-204935d0362d/bca-mom-circular-on-updates-to-construction-work-permit-holder-(wph)-policies.pdf
2023,7 July 2023,Circular on Publication of Enforcement Actions on BCA Website,circular-on-publication-of-enforcement-actions-on-bca-website.pdf,https://isomer-user-content.by.gov.sg/338/75ba08b7-bec9-4f19-adc7-5e3cd160dd2e/circular-on-publication-of-enforcement-actions-on-bca-website.pdf
2023,30 June 2023,Circular on Proper Securing of Cladding Panels Installed on Escalators,appbca-2023-11-circular-on-proper-securing-of-cladding-panels-installed-on-escalators-final.pdf,https://isomer-user-content.by.gov.sg/338/bbe31194-0a9f-4282-9808-8adf28960f1b/appbca-2023-11-circular-on-proper-securing-of-cladding-panels-installed-on-escalators-final.pdf
2023,30 June 2023,Advisory on Regular Inspection and Maintenance of Escalator Cladding Panels,advisory-for-escalator-claddings-30jun.pdf,https://isomer-user-content.by.gov.sg/338/9d12cdc6-2e81-49ba-a29c-b50cd6633bc1/advisory-for-escalator-claddings-30jun.pdf
2023,26 June 2023,"Circular on Conduct of General Meetings: Options for In-Person, Fully Virtual, or Partially Virtual Means",generameeting-options.pdf,https://isomer-user-content.by.gov.sg/338/27c5dcc7-5693-43d1-939d-1d58b40c66db/generameeting-options.pdf
2023,1 June 2023,Circular on Revised BC1:2023 and Requirement for BC1 Audit by SAC-Accredited Certification Body,circular---appbca-2023-08-revised-bc1-2023.pdf,https://isomer-user-content.by.gov.sg/338/0bb34662-d4d5-43f1-83b0-e58a5a2b7f2d/circular---appbca-2023-08-revised-bc1-2023.pdf
2023,1 June 2023,Circular on Formalising TOP and CSC Requirements and Standardisation of Response Times,circular-on-formalising-top-and-csc-requirements-and-standardisation-of-response-times.pdf,https://isomer-user-content.by.gov.sg/338/c736491f-9505-4c28-a732-13b31756aaa9/circular-on-formalising-top-and-csc-requirements-and-standardisation-of-response-times.pdf
2023,25 May 2023,Launch of CONQUAS Banding System and Revised Requirements in CONQUAS 2022 Standard,circular-on-conquas.pdf,https://isomer-user-content.by.gov.sg/338/f4dc84d9-d853-4e7b-a6f5-308c7dcee59b/circular-on-conquas.pdf
2023,10 May 2023,Productivity Solutions Grant for Small and Medium-sized Enterprises,Circular on Productivity Solutions Grant (PSG) for the Built Environment_1 Apr 2026.pdf,https://isomer-user-content.by.gov.sg/338/d70704a1-5bfa-4341-9480-17cb7dbd019d/Circular%20on%20Productivity%20Solutions%20Grant%20(PSG)%20for%20the%20Built%20Environment_1%20Apr%202026.pdf
2023,3 May 2023,"Circular on Change in Credit Rating System used for Higher-Grade Firms in BCA's Contractors' Registration System (CRS) [PDF, 215 KB]",circular-on-change-in-credit-rating-vendor.pdf,https://isomer-user-content.by.gov.sg/338/bbd71435-2ce0-455c-a029-6e72fa4c4119/circular-on-change-in-credit-rating-vendor.pdf
2023,2 May 2023,Raising Awareness of Strata Living Concepts and Responsibilities amongst Subsidiary Proprietors (SPs),circular_raising-awareness-of-strata-living-responsibilities.pdf,https://isomer-user-content.by.gov.sg/338/2a752c0e-b1f1-440f-aa74-a28dfce5dd75/circular_raising-awareness-of-strata-living-responsibilities.pdf
2023,6 April 2023,Updated Guidance Note on Improving Ventilation and Indoor Air Quality in Buildings for a Healthy Indoor Environment,updated-guidance-note-on-improving-ventilation-and-indoor-air-quality-in-buildings-for-a-healthy.pdf,https://isomer-user-content.by.gov.sg/338/faad3bf7-c49b-4dab-b145-c3fc2a75a969/updated-guidance-note-on-improving-ventilation-and-indoor-air-quality-in-buildings-for-a-healthy.pdf
2023,1 March 2023,Updates to the Approved Document (1 March 2023),updates-to-the-approved-document---1-march-2023.pdf,https://isomer-user-content.by.gov.sg/338/2f8b8c8d-0b66-4c7e-ba2b-4913255ee62f/updates-to-the-approved-document---1-march-2023.pdf
2023,1 March 2023,Reminder: Compliance with Building Layout Related Requirements in SS 550:2020,circular-on-compliance-with-building-layout-related-requirements-in-ss-550-2020.pdf,https://isomer-user-content.by.gov.sg/338/a24352ae-007b-4f15-b39b-820855235efb/circular-on-compliance-with-building-layout-related-requirements-in-ss-550-2020.pdf
2023,1 March 2023,Basic Accessibility in Existing Non-Barrier-Free Buildings,circular_basic-accessibility_1-mar-2023.pdf,https://isomer-user-content.by.gov.sg/338/ad6e1292-a16f-4831-96ef-b2837f580076/circular_basic-accessibility_1-mar-2023.pdf
2023,1 March 2023,Adoption of the Code on Periodic Energy Audit of Building Cooling System,industry-circular_revised-pea-code_1-march-2023.pdf,https://isomer-user-content.by.gov.sg/338/a4b6fa02-d28c-465e-a23d-232a47f1645b/industry-circular_revised-pea-code_1-march-2023.pdf
2023,1 March 2023,A&A Works to or near Conserved Buildings and Maintenance of Conserved Buildings,aa-works-to-or-near-and-maintenance-of-conserved-buildings.pdf,https://isomer-user-content.by.gov.sg/338/6925119e-9fce-4864-bea5-8585e06e72b0/aa-works-to-or-near-and-maintenance-of-conserved-buildings.pdf
2023,21 February 2023,Circular on Required Site Conditions for TOPCSC Inspection,circular-on-required-site-conditions-for-topcsc-inspection-20230217.pdf,https://isomer-user-content.by.gov.sg/338/fcef3766-cbe9-4d1d-8695-22d4c30d52a1/circular-on-required-site-conditions-for-topcsc-inspection-20230217.pdf
2023,2 February 2023,CORENET X,appbca-2023-02.pdf,https://isomer-user-content.by.gov.sg/338/5a10da56-aed3-453f-96d2-775682d472a6/appbca-2023-02.pdf
2023,1 February 2023,Amendments to Code of Practice on Buildability to remove requirement to obtain In-Principle Acceptance from the Building Innovation Panel for Prefabricated Bathroom Unit (PBU) and Prefabricated Prefinished Volumetric Construction (PPVC) Systems,circular-on-cop-for-removal-of-pbu-ppvc-ipa-requirement-2023.pdf,https://isomer-user-content.by.gov.sg/338/4ccbd0e9-21f3-45a3-b5d2-08555dd99665/circular-on-cop-for-removal-of-pbu-ppvc-ipa-requirement-2023.pdf
2022,27 December 2022,Circular on Submission of Civil Defence Shelter Plans together with Building Plans and Structural Plans - Amended Implementation Dates,circular-on-submission-of-civil-defence-shelter-plans-together-with-building-plans-and-structura.pdf,https://isomer-user-content.by.gov.sg/338/51ab21a6-4133-4e70-93c5-05fa7de45f82/circular-on-submission-of-civil-defence-shelter-plans-together-with-building-plans-and-structura.pdf
2022,16 December 2022,Circular on Convening of General Meeting In-Person or via Electronic / Partial Electronic Means,circular-on-mcst-meeting.pdf,https://isomer-user-content.by.gov.sg/338/85b5ff24-fa99-4a5a-bf13-910dd141615f/circular-on-mcst-meeting.pdf
2022,9 December 2022,Commencement of Part 5B of the Building Control Act 1989 (The “Act”) and the Building Control (Regulating Fixed Installation Contractors) Regulations 2022,commencement-of-part-5b-of-the-building-control-act-1989-(the-act-)-and-the-building-control-(re.pdf,https://isomer-user-content.by.gov.sg/338/4633b3b2-0264-4483-b3e5-c98daa5000c4/commencement-of-part-5b-of-the-building-control-act-1989-(the-act-)-and-the-building-control-(re.pdf
2022,2 December 2022,Circular on the changes to the Building Control Regulations 2003 and Standardised Designs for Replacement and Reinstatement of Safety Barriers Integrated with ¾ Height and Full Height Windows in existing Residential Buildings,circular-on-standardised-designs-for-safety-barrier-integrated-with-windows-in-existing-resident.pdf,https://isomer-user-content.by.gov.sg/338/f3e18071-7dfa-44b6-b891-53882b9cc494/circular-on-standardised-designs-for-safety-barrier-integrated-with-windows-in-existing-resident.pdf
2022,2 December 2022,Circular on New Singapore Standards SS EN 1992-4:2021 - Design of Fastenings for Use in Concrete,circular---ss-en-1992-4.pdf,https://isomer-user-content.by.gov.sg/338/6f27483e-74ee-4193-83f6-7a39c16dfae1/circular---ss-en-1992-4.pdf
2022,2 December 2022,Circular on Guidelines on CFD Simulation and Report for Adoption of Jet Fans as Alternative Solution in-lieu of Ductwork for Mechanical Ventilation in Carparks,joint-circular-on-cfd-guidelines-for-jet-fan-in-carparks-(1-dec-2022).pdf,https://isomer-user-content.by.gov.sg/338/28e005ee-3222-44bd-b95a-85aec3b0e336/joint-circular-on-cfd-guidelines-for-jet-fan-in-carparks-(1-dec-2022).pdf
2022,1 December 2022,Roll-Out of Enhanced Design for Maintainability Guides,circular_dfm_guide_enhanced_01dec2022.pdf,https://isomer-user-content.by.gov.sg/338/54e02114-9558-4788-8975-dd46899ac39b/circular_dfm_guide_enhanced_01dec2022.pdf
2022,1 December 2022,Circular on Updates to the Approved Document,circular-for-updates-to-the-approved-document---1-dec-2022.pdf,https://isomer-user-content.by.gov.sg/338/306db628-2c59-4b86-bb54-a6b02dbca084/circular-for-updates-to-the-approved-document---1-dec-2022.pdf
2022,30 November 2022,Circular on Ex-Gratia Cost Sharing and Price Fluctuation for Structural Steel in ongoing Public Sector Construction Contracts,circular-on-cost-sharing-price-fluctuation-for-structural-steel.pdf,https://isomer-user-content.by.gov.sg/338/c6c5038c-cad2-4b6c-b2b6-c220bc1cfa69/circular-on-cost-sharing-price-fluctuation-for-structural-steel.pdf
2022,9 November 2022,Circular on Feedback sought on Proposed Amendments to the Building Control Act and Regulations for a Proposed Lodgement Scheme,circular-public-consulation_proposed-lodgement-scheme.pdf,https://isomer-user-content.by.gov.sg/338/5af5d7e5-2bf9-425c-8332-a0c88857a284/circular-public-consulation_proposed-lodgement-scheme.pdf
2022,4 November 2022,"Circular on Implementation of the Lifts and Escalators Application (""LEAP"") Portal",appbmsma-2022-06_leap-launch.pdf,https://isomer-user-content.by.gov.sg/338/5e9bd924-ef33-4736-a91c-6639b098b5e1/appbmsma-2022-06_leap-launch.pdf
2022,19 September 2022,Circular on Changes to the Price Quality Method (PQM) Framework,circular-for-revised-pqm-framework.pdf,https://isomer-user-content.by.gov.sg/338/42d6e064-db11-46ba-a1bc-79943c1eaff1/circular-for-revised-pqm-framework.pdf
2022,8 September 2022,Circular on New BCA Green Mark Standard for Overseas Applications - Green Mark International (GM International),circular-on-implementation-of-gm-international-criteria-for-overseas.pdf,https://isomer-user-content.by.gov.sg/338/bbaa7f9c-d63b-4f70-a788-2e71dc85a27b/circular-on-implementation-of-gm-international-criteria-for-overseas.pdf
2022,6 September 2022,Circular for the $30 Million Integrated Facilities Management and Aggregated Facilities Management Grant,circular-for-ifm-and-afm-grant.pdf,https://isomer-user-content.by.gov.sg/338/90c7f848-b0f5-454c-9549-b0fc7d70efe9/circular-for-ifm-and-afm-grant.pdf
2022,1 September 2022,IACC - Circular to the Industry on Validity Period for Technical Agencies' Written Directions and Allowable Time Frame between Temporary Occupation Period (TOP) and Certificate of Statutory Completion (CSC) under the Building Control Act 1989,iacc-advisory-to-industry---written-directions-and-allowable-time-frame-between-bca-top-and-csc.pdf,https://isomer-user-content.by.gov.sg/338/92ada4c6-43e1-4b07-b461-45cd65ba2e19/iacc-advisory-to-industry---written-directions-and-allowable-time-frame-between-bca-top-and-csc.pdf
2022,1 September 2022,Circular on Enhanced Requirements for Ensuring the Safety of Demolition Works,circular-on-enhanced-requirements-for-ensuring-the-safety-of-demolition-works_1-sep-2022 (1).pdf,https://isomer-user-content.by.gov.sg/338/fb1ee046-d14c-4737-bc51-6a21d2b3d387/circular-on-enhanced-requirements-for-ensuring-the-safety-of-demolition-works_1-sep-2022%20(1).pdf
2022,1 September 2022,Circular on Supervision of Precast Structural Elements,circular-on-supervision-of-precast-structural-elements.pdf,https://isomer-user-content.by.gov.sg/338/a49296e9-1825-48a3-8527-c8afcc77cae2/circular-on-supervision-of-precast-structural-elements.pdf
2022,1 September 2022,Joint BCA-IES-ACES-GEOSS 2022 Circular on Performance-Based Pile Design for Bored Piles: Streamlined Approval Process,circular-on-performance-based-pile-design.pdf,https://isomer-user-content.by.gov.sg/338/2a25423f-6c64-4fd2-9188-3da0c61f2d48/circular-on-performance-based-pile-design.pdf
2022,1 September 2022,Circular on ACES-BCA Design Guide for Fibre Concrete Structures to the requirement of SS674:2021,circular-on-design-guide-for-fibre_reinforced-concrete-structures-to-singapore-standard-ss674-re.pdf,https://isomer-user-content.by.gov.sg/338/bc6ba5e1-c24f-4c6f-bd7a-2d74e68f8eb8/circular-on-design-guide-for-fibre_reinforced-concrete-structures-to-singapore-standard-ss674-re.pdf
2022,1 September 2022,Circular on Requirements and Guidelines on the use of Driven or Jacked Piles for Building Foundation,requirements-and-guidelines-on-the-use-of-driven-or-jacked-piles-for-building-foundation.pdf,https://isomer-user-content.by.gov.sg/338/274a32c8-662f-4da9-abcc-56c057d068e4/requirements-and-guidelines-on-the-use-of-driven-or-jacked-piles-for-building-foundation.pdf
2022,1 September 2022,Joint BCA-IES-ACES Circular on Enhancements to Guidelines on Periodic Structural Inspection,enhancements-to-psi-guidelines-for-structural-engineers_1sep2022.pdf,https://isomer-user-content.by.gov.sg/338/cf895f61-8322-4a3f-8fc0-75becce20dcd/enhancements-to-psi-guidelines-for-structural-engineers_1sep2022.pdf
2022,1 September 2022,Circular on Extension and Enhancement to the Accessibility Fund,af-extension-circular.pdf,https://isomer-user-content.by.gov.sg/338/fb98db6e-e14d-41e2-b80f-cb8c1f4ee718/af-extension-circular.pdf
2022,1 September 2022,"Circular on Implementation of Annual Inspection and Testing Reports for PTO Renewal of Escalators, Hydraulic Lifts, Vertical Platform Lifts and Stair/Chair Lifts",appbmsma-2022-05.pdf,https://isomer-user-content.by.gov.sg/338/e8aa47ae-0122-4c6d-92d6-e9d807d6aab9/appbmsma-2022-05.pdf
2022,1 September 2022,Circular on Revised Window Forms,circular-1-sept-2022---revised-window-forms-and-corppass-submission.pdf,https://isomer-user-content.by.gov.sg/338/4a0c1a10-36ce-45e2-b7b4-b7211fca4235/circular-1-sept-2022---revised-window-forms-and-corppass-submission.pdf
2022,26 August 2022,Circular on Changes to Safe Management Measures in MCST Developments,circular-on-changes-to-safe-management-measures-in-mcst-developments.pdf,https://isomer-user-content.by.gov.sg/338/969c7d9e-0d91-44ef-b4ef-f397058d6c41/circular-on-changes-to-safe-management-measures-in-mcst-developments.pdf
2022,12 August 2022,Circular on Update on launch of the CORENET 2.0 e-Submission System,circular-on-launch-of-the-corenet-2-0-11aug2022.pdf,https://isomer-user-content.by.gov.sg/338/7dfc570a-d1b2-4a1a-89b6-ab226013f3cc/circular-on-launch-of-the-corenet-2-0-11aug2022.pdf
2022,11 August 2022,Circular on Consolidated Questions & Answers from the BCA Annual Sharing on BP/Top Regulatory Updates 2022,bca_bpm_annual_sharing_session_2022---finalfe39b8755ae7413fabb6d9f1511be945.pdf,https://isomer-user-content.by.gov.sg/338/e4ab3627-8f88-4a44-a266-f1faae7549b0/bca_bpm_annual_sharing_session_2022---finalfe39b8755ae7413fabb6d9f1511be945.pdf
2022,1 August 2022,Circular to remind LE Owners and Service Contractors of their Statutory Duties,01082022--circular-to-remind-le-owners-and-service-contractors-of-their-statutory-duties.pdf,https://isomer-user-content.by.gov.sg/338/08294502-281f-4609-9c42-1ea66da25696/01082022--circular-to-remind-le-owners-and-service-contractors-of-their-statutory-duties.pdf
2022,29 July 2022,"Circular on Remote Monitoring and Diagnostics Solutions for Lifts - Amendments to the Building Maintenance and Strata Management (Lift, Escalator and Building Maintenance) Regulations",remote-monitoring-and-diagnostics-solutions-for-lifts.pdf,https://isomer-user-content.by.gov.sg/338/132fc4d6-83fb-4824-beab-cea5177e0795/remote-monitoring-and-diagnostics-solutions-for-lifts.pdf
